id,employee_id,exit_date,department,reason,regretted
ext_0486,emp_0195,2025-09-27,marketing,return_to_school,False
ext_0487,emp_0339,2025-09-27,marketing,relocation,True
ext_0488,emp_0072,2025-09-27,people_ops,return_to_school,False
ext_0489,emp_0076,2025-09-28,finance,performance,False
ext_0490,emp_0273,2025-09-28,engineering,retirement,False
ext_0491,emp_0296,2025-09-28,people_ops,relocation,False
ext_0492,emp_0349,2025-09-28,sales,career_change,False
ext_0493,emp_0223,2025-09-29,engineering,career_change,False
ext_0494,emp_0046,2025-09-29,support,retirement,False
ext_0495,emp_0262,2025-09-29,engineering,relocation,False
ext_0496,emp_0151,2025-09-29,marketing,retirement,True
ext_0497,emp_0028,2025-09-29,finance,retirement,True
ext_0498,emp_0184,2025-09-29,people_ops,career_change,False
ext_0499,emp_0121,2025-09-30,sales,retirement,False
ext_0500,emp_0202,2025-09-30,sales,return_to_school,False
ext_0501,emp_0196,2025-09-30,marketing,performance,False
ext_0502,emp_0280,2025-09-30,finance,relocation,False
ext_0503,emp_0072,2025-10-01,people_ops,performance,False
ext_0504,emp_0185,2025-10-01,people_ops,relocation,False
ext_0505,emp_0148,2025-10-01,sales,return_to_school,False
ext_0506,emp_0065,2025-10-01,support,better_offer,False
ext_0507,emp_0332,2025-10-01,support,return_to_school,True
ext_0508,emp_0250,2025-10-01,finance,relocation,False
ext_0509,emp_0044,2025-10-01,sales,performance,False
ext_0510,emp_0310,2025-10-02,finance,retirement,False
ext_0511,emp_0093,2025-10-02,people_ops,performance,False
ext_0512,emp_0283,2025-10-02,support,performance,False
ext_0513,emp_0182,2025-10-02,people_ops,performance,False
ext_0514,emp_0310,2025-10-02,finance,performance,True
ext_0515,emp_0122,2025-10-02,people_ops,career_change,False
ext_0516,emp_0211,2025-10-02,finance,retirement,False
ext_0517,emp_0018,2025-10-03,sales,retirement,False
ext_0518,emp_0248,2025-10-03,support,better_offer,False
ext_0519,emp_0298,2025-10-03,sales,return_to_school,False
ext_0520,emp_0041,2025-10-03,sales,return_to_school,False
ext_0521,emp_0270,2025-10-03,marketing,career_change,False
ext_0522,emp_0239,2025-10-03,marketing,retirement,False
ext_0523,emp_0126,2025-10-04,engineering,return_to_school,False
ext_0524,emp_0340,2025-10-04,support,better_offer,False
ext_0525,emp_0325,2025-10-04,engineering,retirement,False
ext_0526,emp_0160,2025-10-04,finance,career_change,False
ext_0527,emp_0241,2025-10-05,finance,performance,False
ext_0528,emp_0294,2025-10-05,marketing,performance,False
ext_0529,emp_0181,2025-10-05,engineering,career_change,False
ext_0530,emp_0149,2025-10-05,marketing,return_to_school,False
ext_0531,emp_0289,2025-10-06,support,return_to_school,False
ext_0532,emp_0243,2025-10-06,sales,retirement,False
ext_0533,emp_0027,2025-10-06,people_ops,career_change,False
ext_0534,emp_0320,2025-10-06,sales,performance,True
ext_0535,emp_0043,2025-10-06,finance,better_offer,False
ext_0536,emp_0143,2025-10-06,marketing,retirement,False
ext_0537,emp_0141,2025-10-07,engineering,better_offer,False
ext_0538,emp_0058,2025-10-07,people_ops,retirement,False
ext_0539,emp_0078,2025-10-07,finance,career_change,False
ext_0540,emp_0090,2025-10-07,marketing,return_to_school,False
ext_0541,emp_0121,2025-10-07,sales,retirement,False
ext_0542,emp_0017,2025-10-07,marketing,better_offer,False
ext_0543,emp_0305,2025-10-08,people_ops,relocation,False
ext_0544,emp_0254,2025-10-08,marketing,performance,False
ext_0545,emp_0197,2025-10-08,sales,performance,False
ext_0546,emp_0327,2025-10-08,marketing,retirement,False
ext_0547,emp_0177,2025-10-08,support,career_change,True
ext_0548,emp_0027,2025-10-09,people_ops,performance,False
ext_0549,emp_0244,2025-10-09,finance,return_to_school,False
ext_0550,emp_0273,2025-10-09,engineering,return_to_school,False
ext_0551,emp_0200,2025-10-09,engineering,relocation,False
ext_0552,emp_0007,2025-10-10,people_ops,performance,False
ext_0553,emp_0196,2025-10-10,marketing,retirement,False
ext_0554,emp_0350,2025-10-10,people_ops,better_offer,False
ext_0555,emp_0273,2025-10-10,engineering,performance,False
ext_0556,emp_0313,2025-10-10,finance,career_change,False
ext_0557,emp_0172,2025-10-10,engineering,better_offer,False
ext_0558,emp_0131,2025-10-10,marketing,performance,False
ext_0559,emp_0346,2025-10-11,finance,return_to_school,False
ext_0560,emp_0345,2025-10-11,marketing,relocation,False
ext_0561,emp_0267,2025-10-11,marketing,return_to_school,False
ext_0562,emp_0093,2025-10-11,people_ops,better_offer,False
ext_0563,emp_0345,2025-10-11,marketing,better_offer,True
ext_0564,emp_0007,2025-10-11,people_ops,retirement,False
ext_0565,emp_0054,2025-10-11,marketing,career_change,False
ext_0566,emp_0146,2025-10-12,people_ops,better_offer,False
ext_0567,emp_0013,2025-10-12,people_ops,better_offer,False
ext_0568,emp_0305,2025-10-12,people_ops,relocation,False
ext_0569,emp_0307,2025-10-12,sales,return_to_school,False
ext_0570,emp_0062,2025-10-12,people_ops,retirement,False
ext_0571,emp_0193,2025-10-13,people_ops,return_to_school,False
ext_0572,emp_0290,2025-10-13,marketing,relocation,False
ext_0573,emp_0057,2025-10-13,finance,career_change,False
ext_0574,emp_0151,2025-10-13,marketing,better_offer,False
ext_0575,emp_0328,2025-10-13,marketing,career_change,False
ext_0576,emp_0342,2025-10-14,finance,career_change,False
ext_0577,emp_0132,2025-10-14,engineering,better_offer,False
ext_0578,emp_0142,2025-10-14,engineering,performance,False
ext_0579,emp_0199,2025-10-14,sales,better_offer,False
ext_0580,emp_0133,2025-10-14,sales,career_change,False
ext_0581,emp_0092,2025-10-14,finance,performance,False
ext_0582,emp_0103,2025-10-14,marketing,relocation,False
ext_0583,emp_0056,2025-10-15,support,performance,False
ext_0584,emp_0112,2025-10-15,engineering,better_offer,False
ext_0585,emp_0227,2025-10-15,finance,better_offer,False
ext_0586,emp_0018,2025-10-15,sales,retirement,True
ext_0587,emp_0129,2025-10-15,sales,better_offer,False
ext_0588,emp_0255,2025-10-15,support,return_to_school,False
ext_0589,emp_0001,2025-10-15,people_ops,return_to_school,False
ext_0590,emp_0137,2025-10-16,people_ops,career_change,False
ext_0591,emp_0201,2025-10-16,engineering,retirement,False
ext_0592,emp_0252,2025-10-16,people_ops,performance,False
ext_0593,emp_0036,2025-10-16,sales,better_offer,False
ext_0594,emp_0197,2025-10-16,sales,performance,False
ext_0595,emp_0063,2025-10-16,engineering,career_change,False
ext_0596,emp_0171,2025-10-16,finance,performance,False
ext_0597,emp_0324,2025-10-17,marketing,return_to_school,False
ext_0598,emp_0047,2025-10-17,sales,career_change,False
ext_0599,emp_0042,2025-10-17,sales,career_change,False
ext_0600,emp_0332,2025-10-17,support,retirement,False
ext_0601,emp_0197,2025-10-18,sales,career_change,False
ext_0602,emp_0200,2025-10-18,engineering,return_to_school,False
ext_0603,emp_0184,2025-10-18,people_ops,return_to_school,False
ext_0604,emp_0225,2025-10-18,sales,relocation,False
ext_0605,emp_0099,2025-10-19,marketing,retirement,True
ext_0606,emp_0123,2025-10-19,marketing,better_offer,False
ext_0607,emp_0277,2025-10-19,support,performance,False
ext_0608,emp_0274,2025-10-19,people_ops,performance,False
ext_0609,emp_0019,2025-10-20,finance,career_change,False
ext_0610,emp_0022,2025-10-20,marketing,relocation,False
ext_0611,emp_0335,2025-10-20,finance,performance,False
ext_0612,emp_0348,2025-10-20,finance,retirement,False
ext_0613,emp_0297,2025-10-21,engineering,better_offer,False
ext_0614,emp_0019,2025-10-21,finance,performance,False
ext_0615,emp_0335,2025-10-21,finance,retirement,True
ext_0616,emp_0024,2025-10-21,support,return_to_school,False
ext_0617,emp_0067,2025-10-21,sales,return_to_school,True
ext_0618,emp_0158,2025-10-22,people_ops,better_offer,False
ext_0619,emp_0234,2025-10-22,sales,retirement,False
ext_0620,emp_0033,2025-10-22,people_ops,better_offer,False
ext_0621,emp_0059,2025-10-22,sales,retirement,False
ext_0622,emp_0033,2025-10-23,people_ops,performance,False
ext_0623,emp_0173,2025-10-23,engineering,return_to_school,False
ext_0624,emp_0348,2025-10-23,finance,better_offer,False
ext_0625,emp_0295,2025-10-23,marketing,career_change,False
ext_0626,emp_0110,2025-10-23,people_ops,retirement,False
ext_0627,emp_0172,2025-10-24,engineering,career_change,True
ext_0628,emp_0073,2025-10-24,finance,relocation,False
ext_0629,emp_0190,2025-10-24,marketing,performance,False
ext_0630,emp_0125,2025-10-24,support,better_offer,False
ext_0631,emp_0069,2025-10-24,engineering,return_to_school,False
ext_0632,emp_0081,2025-10-25,support,performance,True
ext_0633,emp_0042,2025-10-25,sales,relocation,True
ext_0634,emp_0046,2025-10-25,support,retirement,False
ext_0635,emp_0146,2025-10-25,people_ops,performance,False
ext_0636,emp_0065,2025-10-25,support,return_to_school,False
ext_0637,emp_0139,2025-10-25,marketing,performance,False
ext_0638,emp_0123,2025-10-25,marketing,retirement,False
ext_0639,emp_0306,2025-10-26,people_ops,performance,False
ext_0640,emp_0314,2025-10-26,support,return_to_school,False
ext_0641,emp_0155,2025-10-26,people_ops,better_offer,False
ext_0642,emp_0286,2025-10-26,sales,better_offer,False
ext_0643,emp_0317,2025-10-27,people_ops,retirement,False
ext_0644,emp_0260,2025-10-27,sales,return_to_school,False
ext_0645,emp_0338,2025-10-27,people_ops,better_offer,False
ext_0646,emp_0100,2025-10-27,support,relocation,False
ext_0647,emp_0255,2025-10-28,support,return_to_school,False
ext_0648,emp_0023,2025-10-28,finance,career_change,True
ext_0649,emp_0146,2025-10-28,people_ops,career_change,False
ext_0650,emp_0172,2025-10-28,engineering,performance,False
ext_0651,emp_0023,2025-10-28,finance,better_offer,False
ext_0652,emp_0276,2025-10-28,people_ops,better_offer,False
ext_0653,emp_0249,2025-10-28,marketing,better_offer,False
ext_0654,emp_0228,2025-10-29,people_ops,career_change,False
ext_0655,emp_0215,2025-10-29,marketing,return_to_school,False
ext_0656,emp_0167,2025-10-29,engineering,better_offer,False
ext_0657,emp_0167,2025-10-29,engineering,relocation,False
ext_0658,emp_0212,2025-10-29,finance,performance,False
ext_0659,emp_0038,2025-10-30,marketing,performance,False
ext_0660,emp_0028,2025-10-30,finance,relocation,False
ext_0661,emp_0111,2025-10-30,people_ops,performance,False
ext_0662,emp_0092,2025-10-30,finance,relocation,False
ext_0663,emp_0235,2025-10-30,engineering,return_to_school,False
ext_0664,emp_0139,2025-10-31,marketing,relocation,False
ext_0665,emp_0017,2025-10-31,marketing,better_offer,False
ext_0666,emp_0144,2025-10-31,finance,performance,False
ext_0667,emp_0235,2025-10-31,engineering,career_change,False
ext_0668,emp_0113,2025-10-31,finance,retirement,False
ext_0669,emp_0081,2025-10-31,support,return_to_school,False
ext_0670,emp_0296,2025-11-01,people_ops,relocation,False
ext_0671,emp_0045,2025-11-01,engineering,retirement,False
ext_0672,emp_0251,2025-11-01,engineering,relocation,False
ext_0673,emp_0303,2025-11-01,finance,performance,False
ext_0674,emp_0143,2025-11-01,marketing,performance,True
ext_0675,emp_0127,2025-11-02,support,retirement,False
ext_0676,emp_0114,2025-11-02,marketing,retirement,False
ext_0677,emp_0077,2025-11-02,people_ops,better_offer,False
ext_0678,emp_0214,2025-11-02,support,better_offer,False
ext_0679,emp_0241,2025-11-02,finance,retirement,False
ext_0680,emp_0218,2025-11-03,people_ops,performance,False
ext_0681,emp_0051,2025-11-03,sales,relocation,False
ext_0682,emp_0043,2025-11-03,finance,better_offer,False
ext_0683,emp_0209,2025-11-03,people_ops,relocation,False
ext_0684,emp_0152,2025-11-04,finance,better_offer,False
ext_0685,emp_0009,2025-11-04,engineering,career_change,False
ext_0686,emp_0083,2025-11-04,people_ops,retirement,False
ext_0687,emp_0299,2025-11-04,sales,performance,True
ext_0688,emp_0238,2025-11-04,marketing,return_to_school,False
ext_0689,emp_0208,2025-11-04,marketing,career_change,False
ext_0690,emp_0325,2025-11-05,engineering,return_to_school,True
ext_0691,emp_0037,2025-11-05,support,return_to_school,False
ext_0692,emp_0171,2025-11-05,finance,career_change,False
ext_0693,emp_0219,2025-11-05,support,return_to_school,False
ext_0694,emp_0314,2025-11-05,support,relocation,False
ext_0695,emp_0042,2025-11-05,sales,career_change,False
ext_0696,emp_0029,2025-11-05,engineering,return_to_school,False
ext_0697,emp_0027,2025-11-06,people_ops,career_change,False
ext_0698,emp_0239,2025-11-06,marketing,career_change,False
ext_0699,emp_0188,2025-11-06,marketing,retirement,False
ext_0700,emp_0035,2025-11-06,finance,relocation,False
ext_0701,emp_0071,2025-11-06,support,relocation,False
ext_0702,emp_0277,2025-11-06,support,performance,False
ext_0703,emp_0116,2025-11-07,marketing,career_change,False
ext_0704,emp_0258,2025-11-07,finance,career_change,False
ext_0705,emp_0028,2025-11-07,finance,career_change,True
ext_0706,emp_0232,2025-11-07,engineering,retirement,False
ext_0707,emp_0063,2025-11-07,engineering,retirement,False
ext_0708,emp_0232,2025-11-08,engineering,return_to_school,False
ext_0709,emp_0034,2025-11-08,engineering,performance,False
ext_0710,emp_0045,2025-11-08,engineering,relocation,False
ext_0711,emp_0148,2025-11-08,sales,better_offer,False
ext_0712,emp_0056,2025-11-08,support,better_offer,False
ext_0713,emp_0076,2025-11-08,finance,relocation,False
ext_0714,emp_0151,2025-11-09,marketing,return_to_school,False
ext_0715,emp_0278,2025-11-09,engineering,performance,False
ext_0716,emp_0178,2025-11-09,engineering,return_to_school,False
ext_0717,emp_0331,2025-11-09,support,relocation,True
ext_0718,emp_0012,2025-11-10,support,relocation,False
ext_0719,emp_0267,2025-11-10,marketing,performance,False
ext_0720,emp_0297,2025-11-10,engineering,return_to_school,False
ext_0721,emp_0168,2025-11-10,people_ops,return_to_school,False
ext_0722,emp_0235,2025-11-11,engineering,relocation,False
ext_0723,emp_0157,2025-11-11,engineering,career_change,False
ext_0724,emp_0117,2025-11-11,engineering,career_change,False
ext_0725,emp_0025,2025-11-11,people_ops,career_change,False
ext_0726,emp_0234,2025-11-11,sales,retirement,False
ext_0727,emp_0083,2025-11-11,people_ops,career_change,False
ext_0728,emp_0094,2025-11-11,engineering,return_to_school,False
ext_0729,emp_0083,2025-11-12,people_ops,better_offer,False
ext_0730,emp_0163,2025-11-12,support,performance,False
ext_0731,emp_0134,2025-11-12,finance,relocation,False
ext_0732,emp_0288,2025-11-12,marketing,return_to_school,False
ext_0733,emp_0163,2025-11-12,support,relocation,False
ext_0734,emp_0230,2025-11-13,support,relocation,False
ext_0735,emp_0274,2025-11-13,people_ops,better_offer,False
ext_0736,emp_0208,2025-11-13,marketing,relocation,False
ext_0737,emp_0235,2025-11-13,engineering,relocation,False
ext_0738,emp_0003,2025-11-13,marketing,retirement,False
ext_0739,emp_0260,2025-11-13,sales,return_to_school,False
ext_0740,emp_0243,2025-11-14,sales,retirement,False
ext_0741,emp_0342,2025-11-14,finance,retirement,False
ext_0742,emp_0227,2025-11-14,finance,better_offer,False
ext_0743,emp_0246,2025-11-14,people_ops,relocation,False
ext_0744,emp_0348,2025-11-14,finance,career_change,False
ext_0745,emp_0013,2025-11-14,people_ops,relocation,False
ext_0746,emp_0183,2025-11-15,people_ops,better_offer,False
ext_0747,emp_0312,2025-11-15,sales,retirement,False
ext_0748,emp_0270,2025-11-15,marketing,career_change,False
ext_0749,emp_0101,2025-11-15,finance,retirement,True
ext_0750,emp_0229,2025-11-15,finance,better_offer,False
ext_0751,emp_0263,2025-11-15,sales,performance,False
ext_0752,emp_0163,2025-11-15,support,retirement,False
ext_0753,emp_0342,2025-11-16,finance,relocation,False
ext_0754,emp_0219,2025-11-16,support,career_change,False
ext_0755,emp_0007,2025-11-16,people_ops,career_change,False
ext_0756,emp_0158,2025-11-16,people_ops,retirement,False
ext_0757,emp_0111,2025-11-17,people_ops,performance,False
ext_0758,emp_0213,2025-11-17,people_ops,career_change,False
ext_0759,emp_0084,2025-11-17,engineering,performance,False
ext_0760,emp_0213,2025-11-17,people_ops,retirement,False
ext_0761,emp_0074,2025-11-18,people_ops,performance,False
ext_0762,emp_0269,2025-11-18,engineering,better_offer,False
ext_0763,emp_0303,2025-11-18,finance,better_offer,False
ext_0764,emp_0004,2025-11-18,sales,career_change,False
ext_0765,emp_0090,2025-11-19,marketing,return_to_school,False
ext_0766,emp_0291,2025-11-19,sales,relocation,False
ext_0767,emp_0103,2025-11-19,marketing,performance,False
ext_0768,emp_0149,2025-11-19,marketing,better_offer,False
ext_0769,emp_0155,2025-11-19,people_ops,career_change,False
ext_0770,emp_0253,2025-11-19,finance,performance,False
ext_0771,emp_0115,2025-11-19,sales,better_offer,True
ext_0772,emp_0135,2025-11-20,finance,return_to_school,False
ext_0773,emp_0326,2025-11-20,finance,return_to_school,False
ext_0774,emp_0341,2025-11-20,marketing,performance,False
ext_0775,emp_0092,2025-11-20,finance,return_to_school,False
ext_0776,emp_0331,2025-11-20,support,better_offer,False
ext_0777,emp_0253,2025-11-21,finance,better_offer,False
ext_0778,emp_0307,2025-11-21,sales,retirement,False
ext_0779,emp_0247,2025-11-21,engineering,career_change,False
ext_0780,emp_0322,2025-11-21,sales,return_to_school,False
ext_0781,emp_0062,2025-11-21,people_ops,return_to_school,False
ext_0782,emp_0295,2025-11-21,marketing,career_change,True
ext_0783,emp_0298,2025-11-22,sales,career_change,True
ext_0784,emp_0237,2025-11-22,support,relocation,False
ext_0785,emp_0183,2025-11-22,people_ops,career_change,False
ext_0786,emp_0185,2025-11-22,people_ops,career_change,False
ext_0787,emp_0025,2025-11-22,people_ops,retirement,False
ext_0788,emp_0264,2025-11-23,marketing,return_to_school,False
ext_0789,emp_0094,2025-11-23,engineering,retirement,False
ext_0790,emp_0086,2025-11-23,marketing,career_change,False
ext_0791,emp_0155,2025-11-23,people_ops,return_to_school,False
ext_0792,emp_0050,2025-11-24,finance,career_change,False
ext_0793,emp_0074,2025-11-24,people_ops,retirement,True
ext_0794,emp_0145,2025-11-24,marketing,performance,False
ext_0795,emp_0211,2025-11-24,finance,relocation,False
ext_0796,emp_0053,2025-11-24,people_ops,retirement,False
ext_0797,emp_0114,2025-11-24,marketing,retirement,False
ext_0798,emp_0214,2025-11-25,support,better_offer,False
ext_0799,emp_0060,2025-11-25,people_ops,better_offer,False
ext_0800,emp_0246,2025-11-25,people_ops,return_to_school,False
ext_0801,emp_0186,2025-11-25,sales,performance,False
ext_0802,emp_0089,2025-11-26,sales,better_offer,False
ext_0803,emp_0061,2025-11-26,people_ops,return_to_school,False
ext_0804,emp_0073,2025-11-26,finance,career_change,False
ext_0805,emp_0065,2025-11-26,support,better_offer,False
ext_0806,emp_0218,2025-11-26,people_ops,better_offer,False
ext_0807,emp_0040,2025-11-26,people_ops,performance,True
ext_0808,emp_0022,2025-11-27,marketing,better_offer,False
ext_0809,emp_0338,2025-11-27,people_ops,better_offer,False
ext_0810,emp_0241,2025-11-27,finance,career_change,False
ext_0811,emp_0023,2025-11-27,finance,return_to_school,True
ext_0812,emp_0006,2025-11-27,marketing,better_offer,False
ext_0813,emp_0309,2025-11-27,support,relocation,False
ext_0814,emp_0095,2025-11-27,engineering,better_offer,False
ext_0815,emp_0075,2025-11-28,finance,career_change,False
ext_0816,emp_0297,2025-11-28,engineering,relocation,False
ext_0817,emp_0257,2025-11-28,support,retirement,False
ext_0818,emp_0124,2025-11-28,finance,better_offer,False
ext_0819,emp_0297,2025-11-29,engineering,retirement,False
ext_0820,emp_0112,2025-11-29,engineering,career_change,False
ext_0821,emp_0088,2025-11-29,marketing,retirement,False
ext_0822,emp_0003,2025-11-29,marketing,better_offer,False
ext_0823,emp_0259,2025-11-30,engineering,performance,False
ext_0824,emp_0188,2025-11-30,marketing,relocation,False
ext_0825,emp_0226,2025-11-30,marketing,better_offer,False
ext_0826,emp_0093,2025-11-30,people_ops,performance,False
ext_0827,emp_0218,2025-11-30,people_ops,relocation,False
ext_0828,emp_0058,2025-12-01,people_ops,career_change,False
ext_0829,emp_0064,2025-12-01,finance,retirement,False
ext_0830,emp_0070,2025-12-01,support,career_change,False
ext_0831,emp_0148,2025-12-01,sales,better_offer,False
ext_0832,emp_0043,2025-12-01,finance,better_offer,False
ext_0833,emp_0198,2025-12-01,people_ops,retirement,False
ext_0834,emp_0160,2025-12-01,finance,performance,False
ext_0835,emp_0284,2025-12-02,finance,performance,False
ext_0836,emp_0097,2025-12-02,finance,performance,False
ext_0837,emp_0348,2025-12-02,finance,better_offer,False
ext_0838,emp_0346,2025-12-02,finance,better_offer,False
ext_0839,emp_0203,2025-12-02,finance,return_to_school,False
ext_0840,emp_0062,2025-12-03,people_ops,performance,False
ext_0841,emp_0303,2025-12-03,finance,return_to_school,False
ext_0842,emp_0087,2025-12-03,sales,relocation,True
ext_0843,emp_0174,2025-12-03,sales,performance,False
ext_0844,emp_0120,2025-12-04,people_ops,return_to_school,False
ext_0845,emp_0256,2025-12-04,sales,return_to_school,False
ext_0846,emp_0298,2025-12-04,sales,return_to_school,False
ext_0847,emp_0205,2025-12-04,support,return_to_school,False
ext_0848,emp_0249,2025-12-05,marketing,relocation,False
ext_0849,emp_0233,2025-12-05,support,career_change,False
ext_0850,emp_0251,2025-12-05,engineering,return_to_school,False
ext_0851,emp_0069,2025-12-05,engineering,return_to_school,True
ext_0852,emp_0028,2025-12-05,finance,performance,False
ext_0853,emp_0348,2025-12-05,finance,relocation,True
ext_0854,emp_0196,2025-12-05,marketing,career_change,False
ext_0855,emp_0156,2025-12-06,people_ops,better_offer,False
ext_0856,emp_0040,2025-12-06,people_ops,retirement,False
ext_0857,emp_0253,2025-12-06,finance,relocation,False
ext_0858,emp_0151,2025-12-06,marketing,performance,False
ext_0859,emp_0259,2025-12-06,engineering,career_change,False
ext_0860,emp_0017,2025-12-07,marketing,better_offer,False
ext_0861,emp_0197,2025-12-07,sales,performance,False
ext_0862,emp_0227,2025-12-07,finance,better_offer,False
ext_0863,emp_0091,2025-12-07,sales,career_change,False
ext_0864,emp_0252,2025-12-08,people_ops,career_change,False
ext_0865,emp_0200,2025-12-08,engineering,better_offer,False
ext_0866,emp_0292,2025-12-08,engineering,return_to_school,False
ext_0867,emp_0284,2025-12-08,finance,retirement,False
ext_0868,emp_0241,2025-12-08,finance,relocation,False
ext_0869,emp_0201,2025-12-09,engineering,retirement,False
ext_0870,emp_0194,2025-12-09,marketing,career_change,False
ext_0871,emp_0146,2025-12-09,people_ops,better_offer,False
ext_0872,emp_0303,2025-12-09,finance,career_change,True
ext_0873,emp_0299,2025-12-10,sales,return_to_school,True
ext_0874,emp_0175,2025-12-10,sales,performance,False
ext_0875,emp_0177,2025-12-10,support,performance,False
ext_0876,emp_0180,2025-12-10,sales,relocation,True
ext_0877,emp_0127,2025-12-10,support,career_change,False
ext_0878,emp_0304,2025-12-10,engineering,return_to_school,False
ext_0879,emp_0157,2025-12-11,engineering,relocation,False
ext_0880,emp_0011,2025-12-11,marketing,better_offer,False
ext_0881,emp_0236,2025-12-11,engineering,performance,False
ext_0882,emp_0291,2025-12-11,sales,performance,False
ext_0883,emp_0011,2025-12-12,marketing,retirement,False
ext_0884,emp_0012,2025-12-12,support,performance,False
ext_0885,emp_0293,2025-12-12,support,retirement,False
ext_0886,emp_0051,2025-12-12,sales,better_offer,False
ext_0887,emp_0346,2025-12-12,finance,performance,False
ext_0888,emp_0258,2025-12-12,finance,return_to_school,False
ext_0889,emp_0086,2025-12-13,marketing,career_change,False
ext_0890,emp_0224,2025-12-13,engineering,return_to_school,False
ext_0891,emp_0039,2025-12-13,people_ops,retirement,False
ext_0892,emp_0110,2025-12-13,people_ops,better_offer,False
ext_0893,emp_0153,2025-12-13,sales,performance,False
ext_0894,emp_0116,2025-12-13,marketing,better_offer,False
ext_0895,emp_0304,2025-12-14,engineering,better_offer,False
ext_0896,emp_0291,2025-12-14,sales,performance,False
ext_0897,emp_0219,2025-12-14,support,better_offer,False
ext_0898,emp_0334,2025-12-14,marketing,retirement,False
ext_0899,emp_0222,2025-12-15,finance,career_change,False
ext_0900,emp_0103,2025-12-15,marketing,career_change,False
ext_0901,emp_0320,2025-12-15,sales,return_to_school,False
ext_0902,emp_0281,2025-12-15,finance,better_offer,False
ext_0903,emp_0322,2025-12-15,sales,relocation,False
ext_0904,emp_0296,2025-12-15,people_ops,return_to_school,False
ext_0905,emp_0138,2025-12-16,finance,retirement,False
ext_0906,emp_0315,2025-12-16,support,performance,False
ext_0907,emp_0290,2025-12-16,marketing,better_offer,False
ext_0908,emp_0268,2025-12-16,sales,performance,False
ext_0909,emp_0076,2025-12-16,finance,return_to_school,False
ext_0910,emp_0154,2025-12-16,sales,performance,False
ext_0911,emp_0164,2025-12-16,people_ops,better_offer,False
ext_0912,emp_0212,2025-12-17,finance,career_change,False
ext_0913,emp_0331,2025-12-17,support,return_to_school,False
ext_0914,emp_0308,2025-12-17,support,relocation,False
ext_0915,emp_0059,2025-12-17,sales,better_offer,False
ext_0916,emp_0126,2025-12-17,engineering,career_change,False
ext_0917,emp_0249,2025-12-18,marketing,performance,False
ext_0918,emp_0217,2025-12-18,sales,better_offer,False
ext_0919,emp_0104,2025-12-18,support,relocation,False
ext_0920,emp_0015,2025-12-18,sales,career_change,False
ext_0921,emp_0338,2025-12-18,people_ops,return_to_school,False
ext_0922,emp_0022,2025-12-18,marketing,performance,False
ext_0923,emp_0011,2025-12-18,marketing,better_offer,True
ext_0924,emp_0309,2025-12-19,support,better_offer,False
ext_0925,emp_0209,2025-12-19,people_ops,return_to_school,False
ext_0926,emp_0337,2025-12-19,finance,performance,False
ext_0927,emp_0072,2025-12-19,people_ops,retirement,False
ext_0928,emp_0257,2025-12-19,support,retirement,False
ext_0929,emp_0341,2025-12-19,marketing,retirement,False
ext_0930,emp_0255,2025-12-20,support,relocation,False
ext_0931,emp_0308,2025-12-20,support,career_change,False
ext_0932,emp_0169,2025-12-20,finance,return_to_school,False
ext_0933,emp_0200,2025-12-20,engineering,return_to_school,False
ext_0934,emp_0121,2025-12-20,sales,relocation,False
ext_0935,emp_0074,2025-12-20,people_ops,relocation,False
ext_0936,emp_0226,2025-12-21,marketing,retirement,False
ext_0937,emp_0029,2025-12-21,engineering,career_change,False
ext_0938,emp_0058,2025-12-21,people_ops,performance,False
ext_0939,emp_0244,2025-12-21,finance,career_change,False
ext_0940,emp_0075,2025-12-21,finance,return_to_school,False
ext_0941,emp_0189,2025-12-21,support,better_offer,False
ext_0942,emp_0340,2025-12-22,support,better_offer,False
ext_0943,emp_0344,2025-12-22,engineering,retirement,False
ext_0944,emp_0197,2025-12-22,sales,return_to_school,False
ext_0945,emp_0186,2025-12-22,sales,return_to_school,False
ext_0946,emp_0274,2025-12-23,people_ops,performance,False
ext_0947,emp_0199,2025-12-23,sales,performance,True
ext_0948,emp_0131,2025-12-23,marketing,relocation,False
ext_0949,emp_0153,2025-12-23,sales,relocation,False
ext_0950,emp_0324,2025-12-24,marketing,return_to_school,False
ext_0951,emp_0209,2025-12-24,people_ops,career_change,False
ext_0952,emp_0042,2025-12-24,sales,performance,False
ext_0953,emp_0242,2025-12-24,people_ops,career_change,False
ext_0954,emp_0217,2025-12-24,sales,better_offer,False
ext_0955,emp_0083,2025-12-24,people_ops,retirement,False
ext_0956,emp_0034,2025-12-24,engineering,retirement,False
ext_0957,emp_0233,2025-12-25,support,better_offer,False
ext_0958,emp_0329,2025-12-25,support,return_to_school,False
ext_0959,emp_0228,2025-12-25,people_ops,relocation,False
ext_0960,emp_0002,2025-12-25,people_ops,return_to_school,False
ext_0961,emp_0157,2025-12-25,engineering,better_offer,False
ext_0962,emp_0057,2025-12-25,finance,retirement,False
ext_0963,emp_0305,2025-12-26,people_ops,career_change,False
ext_0964,emp_0232,2025-12-26,engineering,return_to_school,False
ext_0965,emp_0069,2025-12-26,engineering,return_to_school,False
ext_0966,emp_0304,2025-12-26,engineering,career_change,False
ext_0967,emp_0102,2025-12-26,engineering,career_change,False
